Crop,Crop_Year,Season,State,Area,Production,Annual_Rainfall,Fertilizer,Pesticide,Yield
Rice,2016,Kharif     ,Delhi,5973.0,17260,747.1,915362.25,2090.55,2.89
Banana,2008,Whole Year ,Kerala,54739.0,435979,2524.8,7829866.56,4926.51,7.93
Bajra,2004,Kharif     ,West Bengal,129.0,45,1612.9,13975.86,27.09,0.44
Moong(Green Gram),2019,Kharif     ,Nagaland,480.0,500,1593.0,82444.8,177.6,1.026666667
Banana,1999,Whole Year ,Puducherry,282.0,8890,1434.5875,29928.66,76.14,29.25
Dry chillies,2013,Rabi       ,Puducherry,2.0,12,1083.2,288.98,0.54,6.0
Small millets,2019,Autumn     ,West Bengal,1724.0,704,1733.4,296114.24,637.88,0.686666667
Horse-gram,2002,Rabi       ,Andhra Pradesh,66480.0,22552,648.1,6293661.6,16620.0,0.294090909
Tobacco,2009,Whole Year ,Andhra Pradesh,258386.0,724059,711.0,40261706.52,43925.62,4.295121951
Other Kharif pulses,2012,Kharif     ,Sikkim,3100.0,2920,3006.9,467480.0,961.0,0.9325
Rice,2019,Rabi       ,Puducherry,9397.0,28114,1317.0,1614028.72,3476.89,3.883333333
Sesamum,2007,Kharif     ,Himachal Pradesh,3586.0,1269,1095.4,478372.4,573.76,0.337777778
Peas & beans (Pulses),2018,Rabi       ,Bihar,16545.0,17147,1521.4,2683599.0,5790.75,1.0215625
Sugarcane,2007,Whole Year ,Mizoram,883.0,828,3095.2,117792.2,141.28,4.584285714
Potato,2018,Kharif     ,Jammu and Kashmir,1555.0,18663,1016.3,252221.0,544.25,13.186875
other oilseeds,2018,Kharif     ,Jammu and Kashmir,1.0,1,1016.3,162.2,0.35,0.5
Maize,2012,Winter     ,Odisha,331.0,483,1430.2,49914.8,102.61,2.008461538
Small millets,2012,Kharif     ,Arunachal Pradesh,22675.0,23410,2760.7,3419390.0,7029.25,1.0575
Mesta,2004,Kharif     ,Chhattisgarh,1360.0,2456,1122.8,147342.4,285.6,1.852666667
Coconut ,2013,Whole Year ,Andhra Pradesh,99066.0,1610007000,1062.3,14314046.34,26747.82,13712.57308
Garlic,2007,Whole Year ,Madhya Pradesh,53653.0,225852,740.4,7157310.2,8584.48,2.956666667
Potato,2019,Rabi       ,Tamil Nadu,1113.0,24207,910.1,191168.88,411.81,21.68
Other  Rabi pulses,2009,Rabi       ,Mizoram,1501.0,3231,2086.3,233885.82,255.17,2.0375
Rapeseed &Mustard,2001,Rabi       ,Madhya Pradesh,504749.0,458817,955.0,51550015.37,131234.74,0.607111111
Moong(Green Gram),2014,Kharif     ,Gujarat,82314.0,40681,605.6,12426121.44,27163.62,0.5490625
Sweet potato,1998,Whole Year ,Meghalaya,5181.0,17291,6552.7,511882.8,1502.49,3.302857143
Ragi,2015,Kharif     ,Maharashtra,91700.0,92900,875.7,14480347.0,30261.0,0.895
Arhar/Tur,2010,Kharif     ,Tamil Nadu,35751.0,23669,1095.2,5938598.61,8580.24,0.688928571
Gram,1998,Rabi       ,Maharashtra,904200.0,561900,1314.8,89334960.0,262218.0,0.615714286
Banana,2003,Whole Year ,Karnataka,33220.0,431463,867.6,3288115.6,7972.8,14.36222222
Sunflower,2010,Whole Year ,Andhra Pradesh,225361.0,156170,1297.0,37434715.71,54086.64,1.032272727
Cotton(lint),1998,Kharif     ,Kerala,10999.0,17752,3151.5,1086701.2,3189.71,1.61
Wheat,2003,Rabi       ,Odisha,5129.0,7517,1648.2,507668.42,1230.96,1.377407407
Tobacco,2012,Whole Year ,Mizoram,70.0,58,2050.2,10556.0,21.7,0.715
Black pepper,2001,Whole Year ,Goa,573.0,100,2530.6,58520.49,148.98,0.17
Black pepper,2016,Rabi       ,Meghalaya,1013.0,757,3837.1,155242.25,354.55,0.755454545
Coconut ,2003,Whole Year ,Kerala,898498.0,5876000000,2386.0,88933332.04,215639.52,6097.778571
Cotton(lint),2017,Kharif     ,Karnataka,521372.0,1824810,1111.7,82084807.68,198121.36,3.038636364
Sugarcane,2002,Whole Year ,Maharashtra,573100.0,42617000,967.4,54255377.0,143275.0,65.24666667
Jowar,2002,Kharif     ,West Bengal,1643.0,1234,1629.1,155542.81,410.75,1.855
Arecanut,1998,Whole Year ,Meghalaya,9585.0,11567,6552.7,946998.0,2779.65,1.151666667
Arhar/Tur,2009,Kharif     ,Punjab,4600.0,4400,371.3,716772.0,782.0,0.988571429
Jowar,1999,Kharif     ,Tamil Nadu,491707.0,484265,922.8,52184863.91,132760.89,1.158695652
Sunflower,2014,Rabi       ,Maharashtra,47900.0,20700,1001.6,7230984.0,15807.0,0.326153846
Linseed,2002,Rabi       ,Jammu and Kashmir,250.0,160,933.2,23667.5,62.5,0.527142857
Dry chillies,2012,Kharif     ,Himachal Pradesh,630.0,205,1035.0,95004.0,195.3,0.322
Arhar/Tur,2012,Kharif     ,Madhya Pradesh,454539.0,314541,1049.5,68544481.2,140907.09,0.657
Urad,2004,Summer     ,Uttarakhand,25.0,11,1219.6,2708.5,5.25,0.44
Rice,2006,Summer     ,Bihar,109436.0,163989,1052.8,13976071.56,24075.92,1.45173913
Barley,2001,Kharif     ,Delhi,122.0,60,611.9,12459.86,31.72,0.49
Potato,2014,Rabi       ,Telangana,3037.0,41069,746.4,458465.52,1002.21,14.92
Sugarcane,2015,Whole Year ,Bihar,244021.0,11914615,874.0,38533356.11,80526.93,61.67833333
Rapeseed &Mustard,2015,Rabi       ,Assam,285677.0,199501,2155.3,45111255.07,94273.41,0.647777778
Safflower,2018,Rabi       ,Andhra Pradesh,380.0,60,1220.5,61636.0,133.0,0.1525
Other Kharif pulses,2012,Kharif     ,Andhra Pradesh,2929.0,1923,968.7,441693.2,907.99,0.6075
Maize,2004,Kharif     ,Tamil Nadu,189893.0,294717,1034.0,20573007.62,39877.53,1.758846154
Other Kharif pulses,2013,Kharif     ,West Bengal,879.0,587,1939.9,127006.71,237.33,0.536666667
Garlic,2007,Kharif     ,West Bengal,3414.0,33728,2007.5,455427.6,546.24,10.53722222
Other  Rabi pulses,2002,Rabi       ,Himachal Pradesh,35.0,10,890.8,3313.45,8.75,0.26
Urad,2007,Kharif     ,Gujarat,104200.0,71200,1021.6,13900280.0,16672.0,0.6992
Sunflower,2000,Kharif     ,Uttarakhand,213.0,227,1413.4,20910.21,55.38,1.083333333
Arhar/Tur,2003,Kharif     ,Maharashtra,1046300.0,693000,1037.4,103562774.0,251112.0,0.59125
Garlic,2009,Rabi       ,Himachal Pradesh,4860.0,8491,969.9,757285.2,826.2,1.673
Peas & beans (Pulses),2002,Kharif     ,Nagaland,1100.0,1250,1536.6,104137.0,275.0,1.1525
Sunflower,2007,Rabi       ,Andhra Pradesh,310000.0,364000,1004.2,41354000.0,49600.0,1.32875
Cowpea(Lobia),2015,Kharif     ,Telangana,2167.0,1135,747.9,342190.97,715.11,0.511666667
Sannhamp,2018,Kharif     ,Chhattisgarh,983.0,519,1515.5,159442.6,344.05,0.497777778
Arhar/Tur,2000,Kharif     ,Assam,7280.0,5159,1965.5,714677.6,1892.8,0.714347826
Cowpea(Lobia),2019,Kharif     ,Andhra Pradesh,5816.0,2612,899.2,998956.16,2151.92,0.503333333
Jowar,2019,Kharif     ,Nagaland,280.0,270,1593.0,48092.8,103.6,0.966
Turmeric,2012,Whole Year ,Chhattisgarh,1046.0,945,1366.8,157736.8,324.26,1.022173913
Gram,2004,Rabi       ,Tripura,266.0,187,2706.3,28818.44,55.86,0.7025
Moong(Green Gram),2019,Kharif     ,Madhya Pradesh,45938.0,14329,1446.7,7890310.88,16997.06,0.358823529
Sugarcane,2007,Kharif     ,Puducherry,2323.0,228416,1434.5875,309888.2,371.68,86.75
Coriander,2006,Whole Year ,Uttar Pradesh,5515.0,2869,590.5,704320.65,1213.3,0.516290323
Rice,2008,Summer     ,Karnataka,343122.0,1035706,1164.1,49080170.88,30880.98,2.786923077
Horse-gram,2009,Rabi       ,West Bengal,1863.0,935,1317.2,290292.66,316.71,0.555
Tapioca,1997,Whole Year ,Meghalaya,3959.0,21087,3818.2,376778.03,1227.29,6.537142857
Cotton(lint),2015,Kharif     ,West Bengal,451.0,1326,1717.0,71217.41,148.83,2.94
Onion,1999,Whole Year ,Gujarat,19900.0,450700,458.9,2111987.0,5373.0,24.14705882
Masoor,2002,Kharif     ,Himachal Pradesh,872.0,359,890.8,82552.24,218.0,0.519090909
Masoor,2016,Rabi       ,Madhya Pradesh,575000.0,651000,1048.4,88118750.0,201250.0,1.0490625
Other Kharif pulses,2018,Kharif     ,Karnataka,28375.0,17511,1419.1,4602425.0,9931.25,0.641666667
Maize,2016,Kharif     ,Uttar Pradesh,727231.0,1364579,965.3,111448150.8,254530.85,1.737808219
Moong(Green Gram),2009,Kharif     ,Chhattisgarh,9429.0,2343,956.9,1469226.78,1602.93,0.241111111
Bajra,2010,Rabi       ,Andhra Pradesh,15988.0,17254,1297.0,2655766.68,3837.12,1.454545455
Onion,2008,Rabi       ,Himachal Pradesh,776.0,4611,1357.1,110999.04,69.84,5.795
Ragi,2002,Kharif     ,Maharashtra,145900.0,124200,967.4,13812353.0,36475.0,0.88
Cotton(lint),1999,Kharif     ,Puducherry,357.0,1835,1434.5875,37888.41,96.39,5.14
Ragi,2011,Kharif     ,Tamil Nadu,68835.0,181491,926.5,11531239.2,22715.55,2.607083333
Onion,2016,Rabi       ,Karnataka,14675.0,210164,1147.2,2248943.75,5136.25,13.12625
Moong(Green Gram),2016,Kharif     ,Manipur,451.0,496,2039.8,69115.75,157.85,1.094444444
Onion,2019,Whole Year ,Uttarakhand,3474.0,56216,1378.9,596694.24,1285.38,16.14615385
Small millets,2007,Kharif     ,Assam,6919.0,3521,2154.1,922994.6,1107.04,0.495384615
Maize,2019,Autumn     ,Odisha,61041.0,175675,1593.9,10484402.16,22585.17,2.048181818
Groundnut,2016,Kharif     ,Chhattisgarh,26726.0,46931,1298.9,4095759.5,9354.1,1.67375
Bajra,2007,Kharif     ,Gujarat,728200.0,851700,1021.6,97141880.0,116512.0,1.3015
Potato,2012,Kharif     ,Jammu and Kashmir,1225.0,10346,1116.7,184730.0,379.75,10.75
Rice,2014,Rabi       ,Karnataka,48096.0,118479,1238.5,7260572.16,15871.68,2.493846154
Garlic,2008,Rabi       ,Himachal Pradesh,4036.0,1246,1357.1,577309.44,363.24,0.527777778
Safflower,2018,Rabi       ,Bihar,88.0,71,1521.4,14273.6,30.8,0.81
Sesamum,2006,Kharif     ,Manipur,1900.0,940,1533.561905,242649.0,418.0,0.495
Groundnut,2012,Kharif     ,Goa,534.0,1345,3048.9,80527.2,165.54,2.52
Sannhamp,2004,Whole Year ,Chhattisgarh,1673.0,528,1122.8,181252.82,351.33,0.303125
Other  Rabi pulses,1997,Rabi       ,Meghalaya,1909.0,1511,3818.2,181679.53,591.79,0.777142857
Safflower,2003,Rabi       ,Madhya Pradesh,632.0,172,1163.0,62555.36,151.68,0.24
Rapeseed &Mustard,2014,Rabi       ,Haryana,480000.0,689000,301.3,72460800.0,158400.0,1.211052632
Moong(Green Gram),2014,Kharif     ,Karnataka,257166.0,50500,1238.5,38821779.36,84864.78,0.192916667
Potato,2018,Rabi       ,Bihar,84227.0,1076879,1521.4,13661619.4,29479.45,13.51289474
Cowpea(Lobia),2012,Kharif     ,Mizoram,938.0,906,2050.2,141450.4,290.78,0.8
Small millets,2005,Kharif     ,West Bengal,2113.0,1627,1650.1,253390.96,443.73,0.744285714
Onion,2013,Rabi       ,Tamil Nadu,15883.0,134505,740.9,2294934.67,4288.41,8.304615385
Other  Rabi pulses,2012,Rabi       ,Jammu and Kashmir,212.0,180,1116.7,31969.6,65.72,0.6125
Tapioca,2005,Whole Year ,Assam,2777.0,13261,2184.6,333017.84,583.17,4.458518519
Potato,2010,Whole Year ,Meghalaya,17685.0,164647,3119.7,2937655.35,4244.4,7.374285714
Black pepper,2014,Whole Year ,Assam,3528.0,5898,1899.0,532586.88,1164.24,1.728148148
Sunflower,2013,Summer     ,Maharashtra,4200.0,3700,1409.8,606858.0,1134.0,0.88375
Sugarcane,2000,Whole Year ,Delhi,5.0,200,544.3,490.85,1.3,40.0
Arhar/Tur,2003,Kharif     ,West Bengal,3361.0,3382,1526.7,332671.78,806.64,1.016153846
Peas & beans (Pulses),2008,Rabi       ,Punjab,2000.0,2300,691.3,286080.0,180.0,0.964285714
Rice,2012,Autumn     ,Kerala,63232.0,161083,2187.6,9535385.6,19601.92,2.41
Dry chillies,1998,Whole Year ,Bihar,6304.0,6362,1332.5,622835.2,1828.16,0.970666667
Garlic,2003,Whole Year ,Odisha,10850.0,34320,1648.2,1073933.0,2604.0,3.144666667
Rice,2006,Rabi       ,Mizoram,2232.0,3675,2353.0,285048.72,491.04,1.58
Castor seed,2018,Rabi       ,Andhra Pradesh,1839.0,637,1220.5,298285.8,643.65,0.41
Tobacco,1997,Whole Year ,Gujarat,111000.0,183900,798.9,10563870.0,34410.0,1.6025
Ragi,2003,Rabi       ,Karnataka,65271.0,13707,867.6,6460523.58,15665.04,0.607692308
Moong(Green Gram),2011,Kharif     ,Uttar Pradesh,38194.0,16182,777.4,6398258.88,12604.02,0.426923077
Peas & beans (Pulses),2017,Rabi       ,Uttar Pradesh,294414.0,432518,652.1,46352540.16,111877.32,1.446575342
Bajra,2000,Kharif     ,Uttar Pradesh,881010.0,1277360,874.4,86488751.7,229062.6,1.278823529
Cotton(lint),2014,Summer     ,Puducherry,94.0,180,1330.0,14190.24,31.02,1.725
Arhar/Tur,1997,Rabi       ,Andhra Pradesh,3500.0,1400,927.5,333095.0,1085.0,0.474
Onion,2000,Whole Year ,Karnataka,120358.0,645357,1213.3,11815544.86,31293.08,6.0164
Ragi,2001,Rabi       ,Andhra Pradesh,12994.0,22707,928.4,1327077.22,3378.44,1.738
Moong(Green Gram),2017,Kharif     ,Tamil Nadu,29447.0,17926,970.9,4636135.68,11189.86,0.642142857
Other Cereals,2003,Rabi       ,Uttarakhand,660.0,755,1734.3,65326.8,158.4,1.112222222
Soyabean,2014,Kharif     ,Telangana,242517.0,262188,746.4,36610366.32,80030.61,1.067142857
Sannhamp,2005,Kharif     ,Jammu and Kashmir,225.0,128,1721.8,26982.0,47.25,0.6375
Small millets,2008,Kharif     ,Bihar,7833.0,5898,1197.7,1120432.32,704.97,0.765769231
Ginger,2018,Kharif     ,Uttar Pradesh,904.0,4294,792.8,146628.8,316.4,4.7475
Other  Rabi pulses,2015,Rabi       ,Jammu and Kashmir,123.0,115,1572.6,19422.93,40.59,0.871666667
Other  Rabi pulses,2001,Rabi       ,Himachal Pradesh,20.0,12,918.1,2042.6,5.2,0.565
Small millets,2013,Rabi       ,Maharashtra,6000.0,2300,1409.8,866940.0,1620.0,0.39
Jowar,1998,Rabi       ,Andhra Pradesh,395200.0,276600,1048.3,39045760.0,114608.0,0.802
Niger seed,1998,Kharif     ,Karnataka,41853.0,8104,1260.8,4135076.4,12137.37,0.214782609
Urad,2015,Kharif     ,Sikkim,2904.0,2682,2949.1,458570.64,958.32,0.94
Tobacco,2013,Whole Year ,Karnataka,108796.0,89519,1235.6,15719934.04,29374.92,0.886153846
Mesta,2015,Whole Year ,Karnataka,766.0,1024,1024.9,120959.06,252.78,1.335
Cotton(lint),2014,Kharif     ,Madhya Pradesh,637000.0,738000,891.2,96161520.0,210210.0,0.912777778
Other Kharif pulses,1998,Kharif     ,West Bengal,768.0,318,2152.5,75878.4,222.72,0.516
Peas & beans (Pulses),2008,Rabi       ,Madhya Pradesh,202535.0,99172,895.0,28970606.4,18228.15,0.4734
Gram,2017,Rabi       ,Nagaland,780.0,660,1722.1,122803.2,296.4,0.838181818
Cowpea(Lobia),2017,Kharif     ,Tamil Nadu,47378.0,34028,970.9,7459192.32,18003.64,0.7148
Other Kharif pulses,2015,Kharif     ,Tamil Nadu,113836.0,66594,1201.9,17975842.76,37565.88,0.598888889
Wheat,2011,Rabi       ,Uttarakhand,355549.0,864836,1564.7,59561568.48,117331.17,1.873076923
Moong(Green Gram),2014,Kharif     ,Haryana,6700.0,3300,301.3,1011432.0,2211.0,0.44
Peas & beans (Pulses),2005,Rabi       ,West Bengal,13131.0,11504,1650.1,1574669.52,2757.51,0.936470588
Ragi,2018,Kharif     ,Bihar,2883.0,3088,1521.4,467622.6,1009.05,1.144285714
Rice,2014,Kharif     ,Delhi,6035.0,17269,416.4,911043.6,1991.55,2.86
Arhar/Tur,2000,Rabi       ,Odisha,50.0,30,1066.0,4908.5,13.0,0.585
Niger seed,2005,Kharif     ,Maharashtra,53700.0,14000,1387.2,6439704.0,11277.0,0.385238095
Maize,2007,Kharif     ,Maharashtra,571100.0,1545200,1257.2,76184740.0,91376.0,2.325357143
Coriander,2010,Whole Year ,Karnataka,4348.0,1622,1317.7,722246.28,1043.52,0.368
Small millets,2004,Kharif     ,Maharashtra,75000.0,41700,1052.0,8125500.0,15750.0,0.474137931
Other Kharif pulses,2012,Kharif     ,Maharashtra,65300.0,18650,1003.4,9847240.0,20243.0,0.35
Ragi,2018,Autumn     ,West Bengal,3274.0,2929,2012.6,531042.8,1145.9,0.74
Sugarcane,2004,Whole Year ,Haryana,133042.0,8230000,484.6,14413770.28,27938.82,49.24888889
Other  Rabi pulses,2017,Rabi       ,Himachal Pradesh,10078.0,40096,1182.2,1586680.32,3829.64,3.981666667
Jute,2011,Kharif     ,Assam,65560.0,608023,1743.4,10982611.2,21634.8,9.125555556
Bajra,2011,Rabi       ,Tamil Nadu,15827.0,46282,926.5,2651339.04,5222.91,2.827272727
Gram,2013,Rabi       ,Madhya Pradesh,2774323.0,2102496,1451.4,400861930.3,749067.21,0.866470588
Ragi,2010,Rabi       ,Andhra Pradesh,5244.0,7725,1297.0,871080.84,1258.56,1.465833333
Tobacco,2010,Whole Year ,Uttarakhand,8.0,23,1419.0,1328.88,1.92,2.89
Ragi,2006,Rabi       ,Karnataka,57571.0,65934,1146.3,7352392.41,12665.62,1.616153846
Garlic,2018,Whole Year ,Gujarat,9870.0,67237,1125.4,1600914.0,3454.5,6.822857143
Onion,2019,Kharif     ,Tamil Nadu,11137.0,101952,910.1,1912891.12,4120.69,9.088148148
Horse-gram,2002,Kharif     ,Bihar,13093.0,10420,1105.8,1239514.31,3273.25,0.790909091
Jute,2008,Kharif     ,Nagaland,2500.0,4520,1540.9,357600.0,225.0,1.916
Small millets,2008,Kharif     ,Andhra Pradesh,30291.0,16315,944.6,4332824.64,2726.19,0.65
Small millets,2008,Kharif     ,West Bengal,1068.0,735,1560.1,152766.72,96.12,0.755
Arecanut,2002,Whole Year ,Andhra Pradesh,296.0,427,648.1,28022.32,74.0,1.4525
Moong(Green Gram),2016,Rabi       ,Assam,10724.0,7435,2296.8,1643453.0,3753.4,0.651851852
Sunflower,2017,Kharif     ,Maharashtra,16497.0,7977,1129.5,2597287.68,6268.86,0.542352941
Cotton(lint),2003,Kharif     ,Assam,1438.0,664,2213.7,142333.24,345.12,0.443478261
Sunflower,1999,Kharif     ,Odisha,570.0,330,1484.3,60494.1,153.9,0.476666667
Soyabean,2004,Kharif     ,Sikkim,3890.0,2170,1650.5,421442.6,816.9,0.6375
Wheat,2013,Rabi       ,Meghalaya,422.0,789,2448.4,60974.78,113.94,1.506
Garlic,2019,Rabi       ,Uttar Pradesh,34638.0,207886,814.5,5949422.88,12816.06,6.00031746
Potato,2019,Rabi       ,Nagaland,7540.0,75460,1593.0,1295070.4,2789.8,9.997272727
Masoor,2016,Rabi       ,Meghalaya,1252.0,1381,3837.1,191869.0,438.2,1.318571429
Jowar,2001,Kharif     ,Nagaland,1500.0,1200,1532.0,153195.0,390.0,0.8025
Tobacco,2007,Summer     ,Uttar Pradesh,496.0,1233,672.9,66166.4,79.36,2.492222222
Bajra,2004,Rabi       ,Karnataka,222.0,200,1117.7,24051.48,46.62,0.9
Turmeric,2016,Whole Year ,Karnataka,19327.0,114511,1147.2,2961862.75,6764.45,5.775294118
Sunflower,2015,Rabi       ,Madhya Pradesh,1000.0,1000,1000.7,157910.0,330.0,1.0
Sweet potato,2014,Whole Year ,Karnataka,3385.0,57413,1238.5,510999.6,1117.05,16.24142857
Wheat,2014,Rabi       ,Delhi,19360.0,85558,416.4,2922585.6,6388.8,4.42
Linseed,2018,Rabi       ,Himachal Pradesh,811.0,243,1052.2,131544.2,283.85,0.295
Wheat,2010,Rabi       ,Uttar Pradesh,9636540.0,30000632,742.6,1600725659.0,2312769.6,3.077222222
Onion,2009,Rabi       ,Gujarat,38500.0,1051400,618.0,5999070.0,6545.0,26.69277778
Wheat,2006,Rabi       ,Punjab,3467000.0,14596000,569.6,442770570.0,762740.0,4.148421053
Rapeseed &Mustard,2012,Rabi       ,Chhattisgarh,47043.0,23851,1366.8,7094084.4,14583.33,0.495555556
Sweet potato,2015,Whole Year ,Kerala,279.0,3922,2602.9,44056.89,92.07,13.18642857
Bajra,2016,Rabi       ,Andhra Pradesh,3124.0,4355,890.0,478753.0,1093.4,1.827142857
Bajra,2002,Kharif     ,Maharashtra,1547200.0,1146000,967.4,146473424.0,386800.0,0.677272727
Small millets,2006,Kharif     ,Maharashtra,63200.0,31600,1439.4,8071272.0,13904.0,0.62
Wheat,2000,Rabi       ,Tripura,1065.0,2230,2437.5,104551.05,276.9,2.095
Black pepper,2002,Whole Year ,Karnataka,10414.0,23178,860.8,985893.38,2603.5,2.213076923
Sweet potato,2019,Whole Year ,Karnataka,5105.0,98495,1422.3,876834.8,1888.85,18.80518519
Rice,1997,Summer     ,West Bengal,1206829.0,3569520,1852.9,114853915.9,374116.99,2.843888889
Moong(Green Gram),2015,Rabi       ,Tripura,1028.0,565,2334.4,162331.48,339.24,0.53875
Rice,2008,Summer     ,Gujarat,25200.0,77400,746.1,3604608.0,2268.0,2.921111111
Dry chillies,2010,Rabi       ,Andhra Pradesh,43460.0,147120,1297.0,7219140.6,10430.4,3.1715
Jute,2000,Kharif     ,Nagaland,350.0,480,1631.8,34359.5,91.0,1.343333333
Rice,2003,Kharif     ,Goa,35471.0,115996,3011.6,3510919.58,8513.04,3.27
Masoor,2014,Rabi       ,Punjab,800.0,470,382.7,120768.0,264.0,0.575
Urad,2009,Kharif     ,Punjab,2800.0,1400,371.3,436296.0,476.0,0.49
Castor seed,2002,Kharif     ,Assam,1577.0,651,1973.6,149294.59,394.25,0.428571429
Guar seed,2016,Rabi       ,Andhra Pradesh,42.0,80,890.0,6436.5,14.7,1.9
Castor seed,2006,Kharif     ,Gujarat,327100.0,588800,1056.2,41773941.0,71962.0,1.845454545
Horse-gram,2019,Rabi       ,Chhattisgarh,345.0,99,1420.3,59257.2,127.65,0.262727273
Turmeric,2007,Whole Year ,West Bengal,14872.0,34601,2007.5,1983924.8,2379.52,2.099444444
Moong(Green Gram),2006,Rabi       ,Andhra Pradesh,147594.0,63534,845.2,18849229.74,32470.68,0.597142857
Wheat,2001,Rabi       ,Arunachal Pradesh,3805.0,5341,2128.5,388604.65,989.3,1.4325
Potato,2011,Rabi       ,West Bengal,376751.0,9693330,1686.5,63113327.52,124327.83,26.11722222
Soyabean,2018,Kharif     ,Uttar Pradesh,22722.0,20472,792.8,3685508.4,7952.7,0.902307692
Rice,2000,Rabi       ,Uttarakhand,3062.0,9578,1413.4,300596.54,796.12,3.125
Onion,1999,Whole Year ,Assam,7365.0,17167,2201.8,781647.45,1988.55,2.322173913
Soyabean,2019,Kharif     ,Gujarat,100624.0,132661,1067.8,17283178.24,37230.88,1.314705882
Bajra,2003,Kharif     ,Delhi,2334.0,3762,962.3,231019.32,560.16,1.61
Urad,2008,Rabi       ,Andhra Pradesh,269360.0,180440,944.6,38529254.4,24242.4,0.62
Ragi,2006,Whole Year ,Tamil Nadu,95478.0,148148,927.9,12193495.38,21005.16,2.046153846
Sunflower,1999,Kharif     ,Karnataka,215322.0,88142,1203.8,22852123.86,58136.94,0.420833333
Potato,2010,Rabi       ,Uttar Pradesh,556533.0,13576573,742.6,92445696.63,133567.92,22.96777778
Peas & beans (Pulses),1998,Rabi       ,West Bengal,9230.0,6776,2152.5,911924.0,2676.7,0.70625
Garlic,2015,Whole Year ,Uttarakhand,3564.0,21718,1247.6,562791.24,1176.12,5.617083333
Arecanut,2016,Kharif     ,Puducherry,53.0,93,1391.3,8122.25,18.55,1.75
Small millets,2016,Kharif     ,Himachal Pradesh,5045.0,3656,1373.9,773146.25,1765.75,0.74
Garlic,2015,Whole Year ,Kerala,62.0,375,2602.9,9790.42,20.46,6.05
Groundnut,2012,Kharif     ,Uttar Pradesh,94399.0,93706,746.3,14235369.2,29263.69,1.058103448
Arecanut,2008,Whole Year ,Assam,66072.0,63895,2109.9,9450938.88,5946.48,0.989259259
Mesta,2002,Kharif     ,Karnataka,3119.0,4182,860.8,295275.73,779.75,2.035714286
Groundnut,2005,Summer     ,Gujarat,90100.0,153200,942.4,10804792.0,18921.0,1.609090909
Maize,2004,Kharif     ,Madhya Pradesh,873546.0,1222964,895.7,94639973.64,183444.66,1.34125
Gram,2007,Rabi       ,Gujarat,214800.0,210200,1021.6,28654320.0,34368.0,0.9536
Other  Rabi pulses,2007,Rabi       ,Nagaland,7600.0,8900,1769.0,1013840.0,1216.0,1.147142857
Garlic,2014,Kharif     ,Uttarakhand,2081.0,24774,1287.4,314147.76,686.73,11.075
Linseed,1998,Rabi       ,Maharashtra,104000.0,27500,1314.8,10275200.0,30160.0,0.288
Sunflower,2016,Rabi       ,Nagaland,2220.0,1360,1959.8,340215.0,777.0,0.616
Rapeseed &Mustard,2011,Rabi       ,Madhya Pradesh,662435.0,789623,852.6,110971111.2,218603.55,1.011041667
Coriander,2002,Whole Year ,Madhya Pradesh,62042.0,12664,800.8,5873516.14,15510.5,0.285909091
Onion,2014,Rabi       ,Tamil Nadu,16270.0,140110,911.3,2456119.2,5369.1,8.551111111
Horse-gram,2012,Rabi       ,Andhra Pradesh,27000.0,16000,968.7,4071600.0,8370.0,0.566666667
Groundnut,2005,Kharif     ,Kerala,3299.0,2441,3030.9,395616.08,692.79,0.74
Jowar,2004,Rabi       ,Madhya Pradesh,4115.0,3955,895.7,445819.1,864.15,1.205
Potato,2016,Rabi       ,Andhra Pradesh,1164.0,10675,890.0,178383.0,407.4,9.715
Maize,2007,Kharif     ,Nagaland,62140.0,112470,1769.0,8289476.0,9942.4,1.835
Niger seed,2012,Kharif     ,Maharashtra,40300.0,12390,1003.4,6077240.0,12493.0,0.262222222
Turmeric,2003,Whole Year ,Meghalaya,1561.0,8656,3321.3,154507.78,374.64,5.471428571
Rice,2006,Rabi       ,Nagaland,1000.0,1600,1362.5,127710.0,220.0,1.605
Potato,2015,Rabi       ,West Bengal,489959.0,9696830,1717.0,77369425.69,161686.47,21.85277778
Other  Rabi pulses,2003,Rabi       ,Madhya Pradesh,737005.0,377983,1163.0,72948754.9,176881.2,0.491489362
Soyabean,2005,Kharif     ,Andhra Pradesh,97692.0,190937,1075.5,11715224.64,20515.32,1.424166667
Potato,2016,Whole Year ,Kerala,556.0,8823,2924.3,85207.0,194.6,15.87
Potato,2018,Winter     ,Bihar,73008.0,1109773,1521.4,11841897.6,25552.8,14.90944444
Other Cereals,2016,Rabi       ,Jammu and Kashmir,11566.0,5537,902.8,1772489.5,4048.1,0.348571429
Maize,2010,Summer     ,Maharashtra,22300.0,31300,1389.0,3704253.0,5352.0,1.26
Sugarcane,2011,Whole Year ,Tripura,921.0,45001,2295.609091,154285.92,303.93,48.8375
Jowar,2003,Kharif     ,Maharashtra,1586100.0,2111000,1037.4,156992178.0,380664.0,1.253333333
Barley,2017,Kharif     ,Delhi,70.0,181,533.7,11020.8,26.6,2.59
Arecanut,2001,Whole Year ,Karnataka,136065.0,182800,1002.9,13896318.45,35376.9,1.292
Wheat,2008,Rabi       ,Bihar,2158345.0,4413017,1197.7,308729668.8,194251.05,1.984473684
